State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
CT,2021,Canada,"Bakery Goods, Cereals, And Pasta",625121,3,Exports,Fiscal Quarter 3
WI,2020,Canada,Beef And Beef Products,13476661,2,Exports,Fiscal Quarter 2
KS,2023,Taiwan,Beef And Beef Products,45454459,3,Exports,Fiscal Quarter 3
CT,2020,South Korea,Ethanol (Non-Beverage),173988,4,Exports,Fiscal Quarter 4
MI,2021,Philippines,"Bakery Goods, Cereals, And Pasta",356362,4,Exports,Fiscal Quarter 4
DE,2023,Vietnam,Poultry Meat And Products (Excluding Eggs),5345829,2,Exports,Fiscal Quarter 2
NJ,2020,Netherlands,Fresh Fruit,136900,3,Exports,Fiscal Quarter 3
US,2022,Mexico,Soybeans,818822051,2,Exports,Fiscal Quarter 2
SD,2022,Canada,Soybean Meal,42073608,4,Exports,Fiscal Quarter 4
ND,2022,World,Vegetable Oils (Excluding Soybean),18246549,3,Exports,Fiscal Quarter 3
WY,2019,Dominican Republic,Pulses,861606,1,Exports,Fiscal Quarter 1
WY,2023,South Korea,Pulses,36469,2,Exports,Fiscal Quarter 2
KY,2020,Dominican Republic,"Bakery Goods, Cereals, And Pasta",528367,4,Exports,Fiscal Quarter 4
TX,2024,Colombia,Ethanol (Non-Beverage),77185327,3,Exports,Fiscal Quarter 3
MD,2020,Vietnam,Soybeans,327504,3,Exports,Fiscal Quarter 3
IA,2021,Taiwan,Beef And Beef Products,22242572,2,Exports,Fiscal Quarter 2
CA,2022,Mexico,Fresh Vegetables,83490208,4,Exports,Fiscal Quarter 4
US,2020,Germany,Tree Nuts,98960864,4,Exports,Fiscal Quarter 4
WV,2024,Tunisia,Live Animals,45561,2,Exports,Fiscal Quarter 2
FL,2020,Venezuela,Food Preparations,9432923,4,Exports,Fiscal Quarter 4
LA,2024,Honduras,Rice,30834559,1,Exports,Fiscal Quarter 1
MN,2022,South Korea,Pork And Pork Products,12736658,1,Exports,Fiscal Quarter 1
NE,2021,Canada,Pork And Pork Products,15866412,4,Exports,Fiscal Quarter 4
NV,2021,World,Dairy Products,22253075,2,Exports,Fiscal Quarter 2
WV,2024,United Kingdom,Eggs And Products,97942,1,Exports,Fiscal Quarter 1
KS,2020,Mexico,Beef And Beef Products,24392620,4,Exports,Fiscal Quarter 4
WI,2024,Costa Rica,Food Preparations,1374933,3,Exports,Fiscal Quarter 3
CO,2021,Mexico,Hides And Skins,1797185,2,Exports,Fiscal Quarter 2
NY,2019,World,Food Preparations,68641458,1,Exports,Fiscal Quarter 1
NE,2023,World,Beef And Beef Products,471025080,3,Exports,Fiscal Quarter 3
FL,2024,World,Poultry Meat And Products (Excluding Eggs),115918983,1,Exports,Fiscal Quarter 1
UT,2023,South Korea,Beef And Beef Products,2149919,4,Exports,Fiscal Quarter 4
VA,2022,World,Soybean Meal,70348049,4,Exports,Fiscal Quarter 4
SD,2022,Japan,Beef And Beef Products,2472382,2,Exports,Fiscal Quarter 2
AR,2020,Canada,Food Preparations,746810,1,Exports,Fiscal Quarter 1
NV,2022,South Korea,Condiments And Sauces,92664,2,Exports,Fiscal Quarter 2
ND,2024,Vietnam,Wheat,641040,2,Exports,Fiscal Quarter 2
IN,2019,Dominican Republic,Dairy Products,2539676,4,Exports,Fiscal Quarter 4
VA,2021,Malaysia,Soybeans,18096887,3,Exports,Fiscal Quarter 3
MO,2022,Australia,Dog And Cat Food,183580,1,Exports,Fiscal Quarter 1
KS,2021,China,Beef And Beef Products,31049524,3,Exports,Fiscal Quarter 3
CA,2019,Canada,Fresh Fruit,325748446,4,Exports,Fiscal Quarter 4
RI,2022,Mexico,"Meat Products, Nesoi",372346,2,Exports,Fiscal Quarter 2
CA,2019,Philippines,Dairy Products,35828066,4,Exports,Fiscal Quarter 4
ID,2019,Spain,Planting Seeds,1417959,2,Exports,Fiscal Quarter 2
IL,2023,World,Corn,749518237,2,Exports,Fiscal Quarter 2
IN,2023,Honduras,Pork And Pork Products,4285946,4,Exports,Fiscal Quarter 4
MO,2019,Mexico,Corn,65533908,1,Exports,Fiscal Quarter 1
NC,2020,Canada,Processed Vegetables,7714541,1,Exports,Fiscal Quarter 1
ME,2024,Canada,Live Animals,2434220,3,Exports,Fiscal Quarter 3
FL,2019,Colombia,Dairy Products,4298391,4,Exports,Fiscal Quarter 4
GA,2021,Taiwan,Poultry Meat And Products (Excluding Eggs),11842980,4,Exports,Fiscal Quarter 4
AL,2020,World,Live Animals,14520089,1,Exports,Fiscal Quarter 1
US,2020,World,Tree Nuts,1589271355,4,Exports,Fiscal Quarter 4
SC,2023,World,"Other Feeds, Meals, And Fodders",28445496,3,Exports,Fiscal Quarter 3
OR,2021,Hong Kong,Tree Nuts,65000,4,Exports,Fiscal Quarter 4
OK,2019,Indonesia,Cotton,3309940,3,Exports,Fiscal Quarter 3
MN,2019,Mexico,"Other Feeds, Meals, And Fodders",10019837,1,Exports,Fiscal Quarter 1
TX,2019,Taiwan,Beef And Beef Products,23922814,1,Exports,Fiscal Quarter 1
NH,2020,Denmark,"Sugar, Sweeteners, Beverage Bases",144696,2,Exports,Fiscal Quarter 2
NY,2019,Chile,Dairy Products,1667774,2,Exports,Fiscal Quarter 2
GA,2021,Philippines,Distillers Grains,7814642,4,Exports,Fiscal Quarter 4
OR,2022,Japan,Planting Seeds,7314558,2,Exports,Fiscal Quarter 2
TX,2020,Pakistan,Cotton,72283596,1,Exports,Fiscal Quarter 1
WY,2022,World,Coarse Grains (Excluding Corn),78132,3,Exports,Fiscal Quarter 3
NE,2024,China,Pork And Pork Products,10501450,2,Exports,Fiscal Quarter 2
WV,2021,United Kingdom,Eggs And Products,637310,3,Exports,Fiscal Quarter 3
US,2020,Japan,Corn,642880618,3,Exports,Fiscal Quarter 3
IN,2024,China,"Dextrins, Peptones, And Proteins",9972991,1,Exports,Fiscal Quarter 1
MS,2023,World,"Bakery Goods, Cereals, And Pasta",5876089,1,Exports,Fiscal Quarter 1
GA,2024,Mexico,"Other Feeds, Meals, And Fodders",2547198,1,Exports,Fiscal Quarter 1
MS,2022,Mexico,Poultry Meat And Products (Excluding Eggs),6237818,4,Exports,Fiscal Quarter 4
HI,2024,World,Chocolate And Cocoa Products,795112,3,Exports,Fiscal Quarter 3
AL,2021,World,Live Animals,23500275,3,Exports,Fiscal Quarter 3
TX,2019,World,Beef And Beef Products,345007793,2,Exports,Fiscal Quarter 2
PR,2020,Dominican Republic,Essential Oils,74710,3,Exports,Fiscal Quarter 3
KY,2019,Dominican Republic,"Bakery Goods, Cereals, And Pasta",588932,2,Exports,Fiscal Quarter 2
IN,2021,Canada,Dairy Products,15956444,1,Exports,Fiscal Quarter 1
NY,2021,China,Food Preparations,6044841,4,Exports,Fiscal Quarter 4
TN,2019,Israel,"Bakery Goods, Cereals, And Pasta",1411810,3,Exports,Fiscal Quarter 3
SD,2022,Taiwan,Soybean Meal,869366,3,Exports,Fiscal Quarter 3
VA,2020,Guatemala,Soybean Oil,6902440,4,Exports,Fiscal Quarter 4
AL,2024,World,Poultry Meat And Products (Excluding Eggs),38479112,3,Exports,Fiscal Quarter 3
NM,2020,Vietnam,Cotton,284070,4,Exports,Fiscal Quarter 4
KY,2023,Panama,Dog And Cat Food,354634,3,Exports,Fiscal Quarter 3
SC,2021,France,Dog And Cat Food,2557492,1,Exports,Fiscal Quarter 1
NM,2022,World,"Other Feeds, Meals, And Fodders",2363120,2,Exports,Fiscal Quarter 2
MA,2023,Philippines,"Bakery Goods, Cereals, And Pasta",70212,3,Exports,Fiscal Quarter 3
PA,2023,Philippines,Essential Oils,797439,3,Exports,Fiscal Quarter 3
CA,2023,Canada,Fresh Vegetables,216742893,2,Exports,Fiscal Quarter 2
OH,2019,Bangladesh,Distillers Grains,3047159,4,Exports,Fiscal Quarter 4
HI,2020,Palau,Non-Alcoholic Beverages (Excluding Juices),17136,1,Exports,Fiscal Quarter 1
NJ,2020,Turkey,Food Preparations,2273056,2,Exports,Fiscal Quarter 2
AR,2022,Guatemala,Poultry Meat And Products (Excluding Eggs),3904052,3,Exports,Fiscal Quarter 3
US,2023,Colombia,Corn,44463532,1,Exports,Fiscal Quarter 1
NM,2021,United Kingdom,Tree Nuts,830190,4,Exports,Fiscal Quarter 4
PR,2020,Mexico,Food Preparations,1945112,1,Exports,Fiscal Quarter 1
GA,2019,Angola,Poultry Meat And Products (Excluding Eggs),21860489,4,Exports,Fiscal Quarter 4
PA,2021,Indonesia,Essential Oils,207245,4,Exports,Fiscal Quarter 4
HI,2021,South Korea,Tree Nuts,146303,2,Exports,Fiscal Quarter 2
LA,2023,Mexico,Corn,373301869,2,Exports,Fiscal Quarter 2
US,2023,China,Corn,936807630,1,Exports,Fiscal Quarter 1
PA,2021,Ireland,Essential Oils,609714,2,Exports,Fiscal Quarter 2
MS,2024,World,Cotton,95865764,3,Exports,Fiscal Quarter 3
CO,2023,Indonesia,"Other Feeds, Meals, And Fodders",8958032,1,Exports,Fiscal Quarter 1
AL,2023,China,Cotton,1680329,3,Exports,Fiscal Quarter 3
UT,2019,South Korea,Hay,2782446,1,Exports,Fiscal Quarter 1
WA,2019,Guatemala,Wheat,34718309,2,Exports,Fiscal Quarter 2
MO,2020,Taiwan,Corn,15050,1,Exports,Fiscal Quarter 1
TN,2022,France,Distilled Spirits,14128687,2,Exports,Fiscal Quarter 2
SD,2024,Japan,Dairy Products,3689885,2,Exports,Fiscal Quarter 2
AZ,2024,Canada,Non-Alcoholic Beverages (Excluding Juices),2800509,1,Exports,Fiscal Quarter 1
OK,2020,Mexico,Wheat,21600658,2,Exports,Fiscal Quarter 2
KS,2023,China,Beef And Beef Products,33759255,3,Exports,Fiscal Quarter 3
WA,2020,World,Corn,330977717,2,Exports,Fiscal Quarter 2
AR,2024,Indonesia,Cotton,8064345,3,Exports,Fiscal Quarter 3
NY,2022,Canada,Dairy Products,10886729,2,Exports,Fiscal Quarter 2
NY,2019,China,Dairy Products,2882011,2,Exports,Fiscal Quarter 2
VA,2019,World,Soybean Meal,73768942,1,Exports,Fiscal Quarter 1
NJ,2022,Mexico,Vegetable Oils (Excluding Soybean),2499346,4,Exports,Fiscal Quarter 4
HI,2019,World,Chocolate And Cocoa Products,2251418,3,Exports,Fiscal Quarter 3
MT,2022,Canada,Live Animals,36206808,1,Exports,Fiscal Quarter 1
SD,2021,South Korea,Pork And Pork Products,6773224,3,Exports,Fiscal Quarter 3
US,2019,Philippines,Wheat,192450647,3,Exports,Fiscal Quarter 3
IL,2020,World,Pork And Pork Products,156208339,1,Exports,Fiscal Quarter 1
MS,2019,Canada,Processed Vegetables,3830001,4,Exports,Fiscal Quarter 4
AZ,2019,Pakistan,Cotton,2727799,1,Exports,Fiscal Quarter 1
AK,2022,World,Beer,81735,1,Exports,Fiscal Quarter 1
NY,2023,South Korea,"Bakery Goods, Cereals, And Pasta",1127053,4,Exports,Fiscal Quarter 4
FL,2022,Venezuela,Food Preparations,12848176,2,Exports,Fiscal Quarter 2
CA,2020,China,Tree Nuts,35704511,3,Exports,Fiscal Quarter 3
MD,2022,Thailand,Soybeans,2546455,1,Exports,Fiscal Quarter 1
KY,2022,Canada,Live Animals,4290086,2,Exports,Fiscal Quarter 2
US,2023,World,Dairy Products,2099064369,3,Exports,Fiscal Quarter 3
IL,2022,Indonesia,Soybeans,79257921,3,Exports,Fiscal Quarter 3
SD,2022,Japan,Pork And Pork Products,4169815,1,Exports,Fiscal Quarter 1
NE,2019,Mexico,Beef And Beef Products,21333448,4,Exports,Fiscal Quarter 4
CA,2020,World,Fresh Vegetables,302319716,1,Exports,Fiscal Quarter 1
DC,2022,Canada,Processed Fruit,156996,4,Exports,Fiscal Quarter 4
ID,2021,Japan,Processed Vegetables,6022513,2,Exports,Fiscal Quarter 2
OH,2022,Canada,"Bakery Goods, Cereals, And Pasta",50222559,3,Exports,Fiscal Quarter 3
NE,2024,Canada,Pork And Pork Products,8306418,3,Exports,Fiscal Quarter 3
HI,2021,Hong Kong,Tree Nuts,13750,4,Exports,Fiscal Quarter 4
OR,2024,Philippines,Wheat,51539082,3,Exports,Fiscal Quarter 3
RI,2021,Nigeria,Food Preparations,1138606,2,Exports,Fiscal Quarter 2
NY,2022,Australia,Dog And Cat Food,349079,2,Exports,Fiscal Quarter 2
ME,2022,Germany,Live Animals,1290436,2,Exports,Fiscal Quarter 2
PA,2021,Belgium,Non-Alcoholic Beverages (Excluding Juices),3914396,2,Exports,Fiscal Quarter 2
NY,2020,South Korea,"Bakery Goods, Cereals, And Pasta",872063,4,Exports,Fiscal Quarter 4
WV,2023,Tunisia,Live Animals,455884,1,Exports,Fiscal Quarter 1
IL,2023,Japan,Corn,75530,4,Exports,Fiscal Quarter 4
NM,2022,Mexico,Tree Nuts,1794219,3,Exports,Fiscal Quarter 3
AL,2021,Canada,Eggs And Products,577309,2,Exports,Fiscal Quarter 2
TX,2022,World,Ethanol (Non-Beverage),472366408,2,Exports,Fiscal Quarter 2
MA,2024,World,"Dextrins, Peptones, And Proteins",8985074,2,Exports,Fiscal Quarter 2
CT,2024,Israel,Dairy Products,173016,3,Exports,Fiscal Quarter 3
NV,2021,Hong Kong,"Bakery Goods, Cereals, And Pasta",57202,2,Exports,Fiscal Quarter 2
AL,2020,Brazil,Eggs And Products,3218500,2,Exports,Fiscal Quarter 2
PR,2023,Dominican Republic,Chocolate And Cocoa Products,1217954,2,Exports,Fiscal Quarter 2
AR,2020,World,Food Preparations,17681325,4,Exports,Fiscal Quarter 4
FL,2022,World,Beef And Beef Products,91352596,4,Exports,Fiscal Quarter 4
NE,2020,Mexico,Pork And Pork Products,2599483,4,Exports,Fiscal Quarter 4
UT,2019,World,Dairy Products,13035004,1,Exports,Fiscal Quarter 1
UT,2019,Hong Kong,Beef And Beef Products,2918809,3,Exports,Fiscal Quarter 3
IN,2019,Japan,"Sugar, Sweeteners, Beverage Bases",795563,1,Exports,Fiscal Quarter 1
KS,2023,World,Wheat,101859807,3,Exports,Fiscal Quarter 3
VA,2022,Burma,Soybean Meal,4699119,4,Exports,Fiscal Quarter 4
UT,2019,China,Hay,24370917,4,Exports,Fiscal Quarter 4
ID,2020,Mexico,Milled Grains And Products,10810169,4,Exports,Fiscal Quarter 4
WI,2022,World,Soybeans,118877129,1,Exports,Fiscal Quarter 1
NY,2021,United Kingdom,Non-Alcoholic Beverages (Excluding Juices),428230,4,Exports,Fiscal Quarter 4
AR,2020,Hong Kong,Poultry Meat And Products (Excluding Eggs),4579459,3,Exports,Fiscal Quarter 3
CO,2019,China,Dairy Products,3602095,3,Exports,Fiscal Quarter 3
KS,2023,Mexico,Wheat,90971596,1,Exports,Fiscal Quarter 1
AK,2019,China,Beer,60701,3,Exports,Fiscal Quarter 3
AR,2022,China,Cotton,15163721,1,Exports,Fiscal Quarter 1
AZ,2020,Pakistan,Cotton,10948010,1,Exports,Fiscal Quarter 1
LA,2023,China,Corn,198822020,4,Exports,Fiscal Quarter 4
NE,2019,World,Soybeans,154576723,2,Exports,Fiscal Quarter 2
CT,2022,Bermuda,Dairy Products,114296,3,Exports,Fiscal Quarter 3
MS,2022,Pakistan,Cotton,61687398,2,Exports,Fiscal Quarter 2
AL,2020,Thailand,Live Animals,2285580,2,Exports,Fiscal Quarter 2
IN,2021,Trinidad And Tobago,Dairy Products,896686,4,Exports,Fiscal Quarter 4
PR,2021,Trinidad And Tobago,Dairy Products,230450,2,Exports,Fiscal Quarter 2
WY,2019,World,Condiments And Sauces,91900,4,Exports,Fiscal Quarter 4
NE,2023,World,Beef And Beef Products,460648596,4,Exports,Fiscal Quarter 4
WA,2022,Thailand,Wheat,80593302,2,Exports,Fiscal Quarter 2
MO,2021,Mexico,Soybeans,113832123,2,Exports,Fiscal Quarter 2
AR,2024,Mexico,Pork And Pork Products,16677546,1,Exports,Fiscal Quarter 1
CO,2021,World,Poultry Meat And Products (Excluding Eggs),12421941,1,Exports,Fiscal Quarter 1
NY,2022,New Zealand,Dog And Cat Food,275716,2,Exports,Fiscal Quarter 2
NJ,2023,Canada,Fresh Fruit,38824527,4,Exports,Fiscal Quarter 4
IA,2021,China,Pork And Pork Products,126468404,1,Exports,Fiscal Quarter 1
NY,2024,Colombia,Non-Alcoholic Beverages (Excluding Juices),828868,3,Exports,Fiscal Quarter 3
IN,2024,Canada,"Sugar, Sweeteners, Beverage Bases",4426499,2,Exports,Fiscal Quarter 2
NY,2022,China,Food Preparations,7643605,2,Exports,Fiscal Quarter 2
NM,2022,Egypt,Dairy Products,737038,1,Exports,Fiscal Quarter 1
OK,2019,China,Pork And Pork Products,10981102,3,Exports,Fiscal Quarter 3
MD,2019,Colombia,Poultry Meat And Products (Excluding Eggs),474667,1,Exports,Fiscal Quarter 1
IN,2022,United Kingdom,"Dextrins, Peptones, And Proteins",2948354,2,Exports,Fiscal Quarter 2
MN,2022,South Korea,Pork And Pork Products,15079972,2,Exports,Fiscal Quarter 2
OK,2023,World,Wheat,17223070,2,Exports,Fiscal Quarter 2
OH,2024,China,Soybeans,24642623,3,Exports,Fiscal Quarter 3
HI,2020,World,Non-Alcoholic Beverages (Excluding Juices),5176029,1,Exports,Fiscal Quarter 1
PA,2024,United Kingdom,Non-Alcoholic Beverages (Excluding Juices),1044113,3,Exports,Fiscal Quarter 3
AK,2024,China,"Other Feeds, Meals, And Fodders",2416176,2,Exports,Fiscal Quarter 2
ND,2019,Belgium,Corn,34800,3,Exports,Fiscal Quarter 3
WI,2021,Canada,Food Preparations,27940405,3,Exports,Fiscal Quarter 3
ME,2022,Jamaica,"Dextrins, Peptones, And Proteins",23597,2,Exports,Fiscal Quarter 2
TX,2022,Mexico,Beef And Beef Products,59909562,4,Exports,Fiscal Quarter 4
IN,2021,Canada,"Dextrins, Peptones, And Proteins",13411508,2,Exports,Fiscal Quarter 2
MO,2020,World,Soybean Meal,35770814,3,Exports,Fiscal Quarter 3
GA,2022,Singapore,Vegetable Oils (Excluding Soybean),24295839,2,Exports,Fiscal Quarter 2
MD,2020,United Kingdom,Essential Oils,718709,3,Exports,Fiscal Quarter 3
AL,2021,World,Poultry Meat And Products (Excluding Eggs),66472967,4,Exports,Fiscal Quarter 4
IN,2020,Japan,Pork And Pork Products,35703572,1,Exports,Fiscal Quarter 1
MI,2023,Japan,Soybean Meal,3649900,3,Exports,Fiscal Quarter 3
AZ,2020,Bangladesh,Cotton,4375691,3,Exports,Fiscal Quarter 3
SD,2022,Canada,Ethanol (Non-Beverage),77416910,4,Exports,Fiscal Quarter 4
MI,2020,Netherlands,Food Preparations,5584469,4,Exports,Fiscal Quarter 4
TX,2024,Mexico,Pork And Pork Products,278182194,1,Exports,Fiscal Quarter 1
MD,2019,World,Essential Oils,10867689,3,Exports,Fiscal Quarter 3
WY,2019,United Kingdom,Food Preparations,8490,1,Exports,Fiscal Quarter 1
WA,2021,South Korea,Fresh Fruit,453989,1,Exports,Fiscal Quarter 1
IL,2022,World,Pork And Pork Products,166093324,4,Exports,Fiscal Quarter 4
LA,2023,Morocco,Soybean Meal,57725874,3,Exports,Fiscal Quarter 3
WV,2021,Brazil,Eggs And Products,241688,3,Exports,Fiscal Quarter 3
CT,2019,India,"Dextrins, Peptones, And Proteins",50392,3,Exports,Fiscal Quarter 3
WA,2022,Thailand,Wheat,20926140,1,Exports,Fiscal Quarter 1
US,2019,Hong Kong,Beef And Beef Products,276773087,1,Exports,Fiscal Quarter 1
HI,2024,World,Non-Alcoholic Beverages (Excluding Juices),3553228,2,Exports,Fiscal Quarter 2
TN,2023,China,Cotton,80567173,4,Exports,Fiscal Quarter 4
KS,2021,World,Coarse Grains (Excluding Corn),66698371,4,Exports,Fiscal Quarter 4
PA,2019,Chile,Dairy Products,5506451,3,Exports,Fiscal Quarter 3
CA,2020,China,Tree Nuts,93189516,4,Exports,Fiscal Quarter 4
WI,2024,Mexico,Food Preparations,3307026,1,Exports,Fiscal Quarter 1
DC,2022,Venezuela,Chocolate And Cocoa Products,3498,3,Exports,Fiscal Quarter 3
NY,2022,United Kingdom,Food Preparations,5221590,4,Exports,Fiscal Quarter 4
ME,2023,World,Processed Vegetables,8237655,3,Exports,Fiscal Quarter 3
NM,2021,Colombia,"Other Feeds, Meals, And Fodders",871520,3,Exports,Fiscal Quarter 3
NY,2021,South Korea,"Bakery Goods, Cereals, And Pasta",1299093,3,Exports,Fiscal Quarter 3
OR,2024,World,Processed Vegetables,44889254,3,Exports,Fiscal Quarter 3
UT,2022,Indonesia,Beef And Beef Products,2157581,4,Exports,Fiscal Quarter 4
WI,2019,Japan,Dairy Products,8578032,2,Exports,Fiscal Quarter 2
CO,2021,Thailand,Hides And Skins,1026128,2,Exports,Fiscal Quarter 2
NJ,2022,Thailand,Essential Oils,6262087,2,Exports,Fiscal Quarter 2
SC,2023,Netherlands,Vegetable Oils (Excluding Soybean),9441437,4,Exports,Fiscal Quarter 4
SC,2023,Thailand,"Other Feeds, Meals, And Fodders",530423,4,Exports,Fiscal Quarter 4
SC,2023,China,Vegetable Oils (Excluding Soybean),119520,1,Exports,Fiscal Quarter 1
MA,2024,Canada,Non-Alcoholic Beverages (Excluding Juices),3239385,3,Exports,Fiscal Quarter 3
AZ,2024,Japan,Fresh Fruit,135162,2,Exports,Fiscal Quarter 2
CT,2023,World,"Sugar, Sweeteners, Beverage Bases",1633815,2,Exports,Fiscal Quarter 2
NY,2023,Philippines,Dairy Products,4113519,4,Exports,Fiscal Quarter 4
SD,2022,Mexico,Pork And Pork Products,45035074,1,Exports,Fiscal Quarter 1
MI,2019,Kuwait,"Bakery Goods, Cereals, And Pasta",55145,4,Exports,Fiscal Quarter 4
PA,2021,Chile,Non-Alcoholic Beverages (Excluding Juices),672116,1,Exports,Fiscal Quarter 1
SD,2024,Canada,Pork And Pork Products,5988665,2,Exports,Fiscal Quarter 2
AZ,2023,Mexico,Non-Alcoholic Beverages (Excluding Juices),15671945,4,Exports,Fiscal Quarter 4
TN,2022,Netherlands,"Dextrins, Peptones, And Proteins",5344517,3,Exports,Fiscal Quarter 3
PR,2024,Trinidad And Tobago,Non-Alcoholic Beverages (Excluding Juices),629818,2,Exports,Fiscal Quarter 2
MO,2023,Norway,Soybeans,28537238,2,Exports,Fiscal Quarter 2
UT,2023,Taiwan,Dairy Products,2772519,3,Exports,Fiscal Quarter 3
MS,2022,Canada,Poultry Meat And Products (Excluding Eggs),7276070,3,Exports,Fiscal Quarter 3
PA,2022,Canada,Food Preparations,11479026,4,Exports,Fiscal Quarter 4
LA,2021,Mexico,Corn,318136523,3,Exports,Fiscal Quarter 3
MI,2021,World,Soybean Meal,59320551,4,Exports,Fiscal Quarter 4
IL,2019,South Korea,Distillers Grains,47404472,2,Exports,Fiscal Quarter 2
IL,2023,Dominican Republic,Pork And Pork Products,22018506,4,Exports,Fiscal Quarter 4
LA,2023,Guatemala,Soybean Meal,40478294,1,Exports,Fiscal Quarter 1
IL,2019,Canada,Food Preparations,49704821,3,Exports,Fiscal Quarter 3
MA,2020,Lebanon,"Bakery Goods, Cereals, And Pasta",74658,2,Exports,Fiscal Quarter 2
WV,2021,Turkey,Eggs And Products,434746,3,Exports,Fiscal Quarter 3
OR,2023,Philippines,Processed Vegetables,256905,2,Exports,Fiscal Quarter 2
DE,2020,Australia,Fresh Fruit,360000,4,Exports,Fiscal Quarter 4
PA,2023,Canada,Food Preparations,11943996,1,Exports,Fiscal Quarter 1
UT,2020,World,Food Preparations,135404055,3,Exports,Fiscal Quarter 3
WI,2020,Hong Kong,Beef And Beef Products,2543110,2,Exports,Fiscal Quarter 2
NM,2020,Vietnam,"Other Feeds, Meals, And Fodders",853714,3,Exports,Fiscal Quarter 3
NY,2023,United Kingdom,Food Preparations,3702863,4,Exports,Fiscal Quarter 4
NV,2021,World,Dairy Products,21287641,3,Exports,Fiscal Quarter 3
MI,2019,Thailand,Food Preparations,15238525,1,Exports,Fiscal Quarter 1
US,2022,India,Tree Nuts,211946316,4,Exports,Fiscal Quarter 4
NJ,2019,Canada,Food Preparations,19904486,2,Exports,Fiscal Quarter 2
DE,2021,Taiwan,Poultry Meat And Products (Excluding Eggs),1009620,2,Exports,Fiscal Quarter 2
MO,2020,Jordan,Dairy Products,338576,2,Exports,Fiscal Quarter 2
IA,2019,New Zealand,Corn,1997824,1,Exports,Fiscal Quarter 1
CO,2023,Japan,Hides And Skins,216361,2,Exports,Fiscal Quarter 2
MN,2020,Mexico,"Other Feeds, Meals, And Fodders",8074769,4,Exports,Fiscal Quarter 4
MN,2020,Italy,Wheat,25366660,3,Exports,Fiscal Quarter 3
SC,2020,Mexico,Vegetable Oils (Excluding Soybean),811771,1,Exports,Fiscal Quarter 1
VA,2019,Switzerland,Tobacco,30292249,2,Exports,Fiscal Quarter 2
VT,2021,World,Dairy Products,15945393,3,Exports,Fiscal Quarter 3
NJ,2024,Netherlands,Food Preparations,3658842,2,Exports,Fiscal Quarter 2
RI,2023,Sudan,Food Preparations,1974720,4,Exports,Fiscal Quarter 4
VT,2024,Guatemala,Non-Alcoholic Beverages (Excluding Juices),6454,2,Exports,Fiscal Quarter 2
CA,2024,Japan,Dairy Products,38862491,2,Exports,Fiscal Quarter 2
VA,2023,Canada,Poultry Meat And Products (Excluding Eggs),7546495,1,Exports,Fiscal Quarter 1
AL,2022,World,Cotton,8106748,4,Exports,Fiscal Quarter 4
DE,2022,Argentina,Food Preparations,44249,4,Exports,Fiscal Quarter 4
GA,2022,Pakistan,Cotton,12003865,1,Exports,Fiscal Quarter 1
OH,2019,Mexico,Pork And Pork Products,2852978,4,Exports,Fiscal Quarter 4
CT,2019,Bahamas,"Bakery Goods, Cereals, And Pasta",1342321,4,Exports,Fiscal Quarter 4
PA,2020,Mexico,Essential Oils,306009,4,Exports,Fiscal Quarter 4
PR,2022,British Virgin Islands,Non-Alcoholic Beverages (Excluding Juices),380055,4,Exports,Fiscal Quarter 4
RI,2024,Australia,"Bakery Goods, Cereals, And Pasta",68942,2,Exports,Fiscal Quarter 2
HI,2022,South Korea,Chocolate And Cocoa Products,213258,2,Exports,Fiscal Quarter 2
MI,2024,Japan,Food Preparations,10496106,2,Exports,Fiscal Quarter 2
UT,2022,South Korea,Dairy Products,7658257,3,Exports,Fiscal Quarter 3
IL,2023,Vietnam,Soybeans,28047301,1,Exports,Fiscal Quarter 1
ND,2019,Canada,Ethanol (Non-Beverage),20233404,1,Exports,Fiscal Quarter 1
MI,2019,South Korea,Soybeans,2885936,2,Exports,Fiscal Quarter 2
RI,2021,World,"Dextrins, Peptones, And Proteins",3367856,2,Exports,Fiscal Quarter 2
ID,2022,Mexico,Pulses,913753,4,Exports,Fiscal Quarter 4
TN,2020,World,Distilled Spirits,115433219,2,Exports,Fiscal Quarter 2
KS,2020,Malaysia,Soybeans,15813067,1,Exports,Fiscal Quarter 1
GA,2024,China,"Other Feeds, Meals, And Fodders",22187050,1,Exports,Fiscal Quarter 1
NC,2020,Australia,Pork And Pork Products,12976413,1,Exports,Fiscal Quarter 1
TX,2024,China,Pork And Pork Products,1923685,2,Exports,Fiscal Quarter 2
GA,2024,Mexico,Food Preparations,5391747,3,Exports,Fiscal Quarter 3
OH,2022,Mexico,"Bakery Goods, Cereals, And Pasta",1370847,4,Exports,Fiscal Quarter 4
WI,2023,Vietnam,Soybeans,2079222,4,Exports,Fiscal Quarter 4
DE,2021,China,Food Preparations,419451,3,Exports,Fiscal Quarter 3
MS,2024,Pakistan,Cotton,12997681,1,Exports,Fiscal Quarter 1
CO,2020,Thailand,Hides And Skins,69300,4,Exports,Fiscal Quarter 4
FL,2024,World,Poultry Meat And Products (Excluding Eggs),102976848,3,Exports,Fiscal Quarter 3
ND,2022,Mexico,Corn,4982960,4,Exports,Fiscal Quarter 4
