State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
MI,2021,Uruguay,Beef And Beef Products,2379801,1,Imports,Fiscal Quarter 1
WY,2023,Chile,Processed Fruit And Vegetables,318535,3,Imports,Fiscal Quarter 3
ME,2021,Canada,Wine And Related Products,8605084,2,Imports,Fiscal Quarter 2
IN,2019,Canada,Processed Fruit And Vegetables,7700017,1,Imports,Fiscal Quarter 1
FL,2021,United Kingdom,Distilled Spirits,48843466,4,Imports,Fiscal Quarter 4
US,2024,Italy,"Baked Goods, Cereals, And Pasta",294354811,1,Imports,Fiscal Quarter 1
ME,2022,Canada,"Baked Goods, Cereals, And Pasta",6957150,3,Imports,Fiscal Quarter 3
MD,2024,Turkey,Vegetable Oils,7041368,1,Imports,Fiscal Quarter 1
IN,2021,Germany,Processed Fruit And Vegetables,1032873,1,Imports,Fiscal Quarter 1
VT,2022,World,Coarse Grains (Including Corn),8550904,3,Imports,Fiscal Quarter 3
OH,2024,Mexico,Fresh Vegetables,69524649,2,Imports,Fiscal Quarter 2
NV,2022,World,Roasted And Instant Coffee,7307838,3,Imports,Fiscal Quarter 3
LA,2024,Brazil,Roasted And Instant Coffee,25238373,3,Imports,Fiscal Quarter 3
WI,2019,Germany,Yeast And Baking Powder,137270,2,Imports,Fiscal Quarter 2
FL,2021,Honduras,"Tobacco, Manufactured",20327755,2,Imports,Fiscal Quarter 2
WA,2021,Canada,Live Animals,80859556,1,Imports,Fiscal Quarter 1
AZ,2022,Thailand,Processed Fruit And Vegetables,331834,4,Imports,Fiscal Quarter 4
MA,2019,Greece,Processed Fruit And Vegetables,2362420,4,Imports,Fiscal Quarter 4
VA,2023,Canada,Non-Alcoholic Beverages (Excluding Juices),1152304,4,Imports,Fiscal Quarter 4
WA,2024,Sri Lanka,Vegetable Oils,1130892,2,Imports,Fiscal Quarter 2
ID,2020,Mexico,Processed Fruit And Vegetables,11814241,3,Imports,Fiscal Quarter 3
TX,2022,Guatemala,Processed Fruit And Vegetables,7327650,2,Imports,Fiscal Quarter 2
MD,2022,Mexico,"Coffee, Unroasted",24040777,4,Imports,Fiscal Quarter 4
CT,2023,Brazil,"Sugars, Sweeteners, And Beverage Bases",3612276,3,Imports,Fiscal Quarter 3
FL,2019,Sweden,"Tobacco, Manufactured",447740,2,Imports,Fiscal Quarter 2
NH,2019,World,"Sugars, Sweeteners, And Beverage Bases",2547458,3,Imports,Fiscal Quarter 3
FL,2024,World,Fruit And Vegetable Juices,279381197,1,Imports,Fiscal Quarter 1
IL,2020,New Zealand,Beef And Beef Products,11722130,4,Imports,Fiscal Quarter 4
OH,2021,World,Processed Fruit And Vegetables,31819855,1,Imports,Fiscal Quarter 1
ME,2022,Netherlands,Nursery Products And Cut Flowers,3290,3,Imports,Fiscal Quarter 3
DE,2019,Morocco,Fresh Fruit - Other,2447245,1,Imports,Fiscal Quarter 1
WV,2021,World,Other Feeds And Grain Products,258246,4,Imports,Fiscal Quarter 4
KS,2020,Colombia,Vegetable Oils,233280,2,Imports,Fiscal Quarter 2
ID,2021,World,Processed Fruit And Vegetables,18869909,4,Imports,Fiscal Quarter 4
PR,2020,Guatemala,"Sugars, Sweeteners, And Beverage Bases",4489237,4,Imports,Fiscal Quarter 4
CT,2023,World,"Sugars, Sweeteners, And Beverage Bases",52197033,3,Imports,Fiscal Quarter 3
HI,2024,France,Distilled Spirits,59164,2,Imports,Fiscal Quarter 2
WI,2019,China,Processed Fruit And Vegetables,2095566,1,Imports,Fiscal Quarter 1
MI,2022,Poland,Processed Fruit And Vegetables,1431546,3,Imports,Fiscal Quarter 3
ME,2023,France,Vegetable Oils,11960,1,Imports,Fiscal Quarter 1
VI,2024,World,"Sugars, Sweeteners, And Beverage Bases",6337257,3,Imports,Fiscal Quarter 3
TN,2020,Netherlands,"Baked Goods, Cereals, And Pasta",162638,4,Imports,Fiscal Quarter 4
OK,2024,Greece,Processed Fruit And Vegetables,168460,1,Imports,Fiscal Quarter 1
ID,2022,World,Planting Seeds,8046813,2,Imports,Fiscal Quarter 2
DE,2022,Guatemala,Fresh Fruit - Bananas,4539242,1,Imports,Fiscal Quarter 1
MI,2019,Italy,Processed Fruit And Vegetables,1830767,3,Imports,Fiscal Quarter 3
MO,2020,Germany,"Baked Goods, Cereals, And Pasta",173259,4,Imports,Fiscal Quarter 4
UT,2024,Canada,Chocolate And Cocoa Products,7495214,2,Imports,Fiscal Quarter 2
ME,2019,Thailand,Processed Fruit And Vegetables,742592,3,Imports,Fiscal Quarter 3
KS,2023,Netherlands,Other Feeds And Grain Products,2257038,4,Imports,Fiscal Quarter 4
IN,2023,Mexico,"Baked Goods, Cereals, And Pasta",3135848,3,Imports,Fiscal Quarter 3
WA,2019,Colombia,"Coffee, Unroasted",15498685,4,Imports,Fiscal Quarter 4
MO,2019,Mexico,Distilled Spirits,8542972,3,Imports,Fiscal Quarter 3
IA,2020,Germany,Other Livestock Products,2162486,3,Imports,Fiscal Quarter 3
MS,2020,Ecuador,Fresh Fruit - Bananas,810796,2,Imports,Fiscal Quarter 2
NM,2024,World,Fresh Vegetables,4869177,2,Imports,Fiscal Quarter 2
RI,2022,World,Distilled Spirits,4597075,2,Imports,Fiscal Quarter 2
WA,2023,Poland,Live Animals,81441,1,Imports,Fiscal Quarter 1
DE,2023,Costa Rica,Processed Fruit And Vegetables,4162363,1,Imports,Fiscal Quarter 1
MA,2022,Canada,Vegetable Oils,47404541,4,Imports,Fiscal Quarter 4
RI,2023,Mexico,Distilled Spirits,2010972,4,Imports,Fiscal Quarter 4
GA,2024,Austria,Non-Alcoholic Beverages (Excluding Juices),9278379,3,Imports,Fiscal Quarter 3
MS,2020,Canada,Nursery Products And Cut Flowers,277375,2,Imports,Fiscal Quarter 2
IA,2020,Serbia,"Dextrins, Peptones, And Proteins",311280,4,Imports,Fiscal Quarter 4
RI,2022,United Kingdom,"Baked Goods, Cereals, And Pasta",19157,4,Imports,Fiscal Quarter 4
CO,2019,Indonesia,Live Animals,123778,1,Imports,Fiscal Quarter 1
NM,2023,Pakistan,Tree Nuts,33028,3,Imports,Fiscal Quarter 3
AL,2020,Italy,"Baked Goods, Cereals, And Pasta",321140,4,Imports,Fiscal Quarter 4
OH,2024,Belgium,"Baked Goods, Cereals, And Pasta",1541064,2,Imports,Fiscal Quarter 2
NC,2019,Canada,"Baked Goods, Cereals, And Pasta",14227164,4,Imports,Fiscal Quarter 4
MS,2021,World,Nursery Products And Cut Flowers,227812,3,Imports,Fiscal Quarter 3
MO,2019,World,Chocolate And Cocoa Products,14005756,1,Imports,Fiscal Quarter 1
NH,2023,World,"Sugars, Sweeteners, And Beverage Bases",5487784,1,Imports,Fiscal Quarter 1
OK,2020,Mexico,Processed Fruit And Vegetables,867485,3,Imports,Fiscal Quarter 3
AZ,2021,Czech Republic,Live Animals,15000,1,Imports,Fiscal Quarter 1
MN,2024,Mexico,Fresh Fruit - Other,18849199,2,Imports,Fiscal Quarter 2
VA,2023,Guatemala,"Tobacco, Unmanufactured",3783131,3,Imports,Fiscal Quarter 3
CO,2022,Malaysia,"Baked Goods, Cereals, And Pasta",1386144,1,Imports,Fiscal Quarter 1
GA,2021,China,Essential Oils,387526,4,Imports,Fiscal Quarter 4
CO,2021,Germany,"Baked Goods, Cereals, And Pasta",2378,3,Imports,Fiscal Quarter 3
TX,2020,Mexico,Fresh Vegetables,470091296,4,Imports,Fiscal Quarter 4
MI,2019,Ireland,Distilled Spirits,2948174,1,Imports,Fiscal Quarter 1
AR,2024,Portugal,"Baked Goods, Cereals, And Pasta",68923,1,Imports,Fiscal Quarter 1
DC,2021,Thailand,Processed Fruit And Vegetables,12088,4,Imports,Fiscal Quarter 4
RI,2020,Canada,Pork And Pork Products,1262554,4,Imports,Fiscal Quarter 4
VI,2019,Germany,Non-Alcoholic Beverages (Excluding Juices),69264,3,Imports,Fiscal Quarter 3
RI,2019,Ireland,Other Feeds And Grain Products,24894,4,Imports,Fiscal Quarter 4
NC,2020,Argentina,"Tobacco, Unmanufactured",4648752,2,Imports,Fiscal Quarter 2
PA,2020,World,"Baked Goods, Cereals, And Pasta",169961083,2,Imports,Fiscal Quarter 2
GA,2024,Mexico,Non-Alcoholic Beverages (Excluding Juices),103027753,3,Imports,Fiscal Quarter 3
PR,2019,Guatemala,"Sugars, Sweeteners, And Beverage Bases",3962595,4,Imports,Fiscal Quarter 4
IL,2022,Ireland,Dairy Products,20630504,3,Imports,Fiscal Quarter 3
OH,2020,World,Processed Fruit And Vegetables,32234280,2,Imports,Fiscal Quarter 2
UT,2021,Bulgaria,Essential Oils,8427561,4,Imports,Fiscal Quarter 4
ID,2023,Chile,Other Feeds And Grain Products,1834668,4,Imports,Fiscal Quarter 4
TN,2022,Peru,Processed Fruit And Vegetables,1232351,1,Imports,Fiscal Quarter 1
MS,2023,Guatemala,Fresh Fruit - Other,1316662,2,Imports,Fiscal Quarter 2
LA,2023,Nicaragua,"Coffee, Unroasted",5361721,1,Imports,Fiscal Quarter 1
ME,2023,Canada,Other Feeds And Grain Products,13678561,2,Imports,Fiscal Quarter 2
VA,2019,France,Wine And Related Products,10266312,1,Imports,Fiscal Quarter 1
KS,2023,Australia,"Dextrins, Peptones, And Proteins",18825191,3,Imports,Fiscal Quarter 3
OR,2019,Spain,Vegetable Oils,242006,1,Imports,Fiscal Quarter 1
MN,2021,Germany,Wine And Related Products,3019789,3,Imports,Fiscal Quarter 3
MA,2020,New Zealand,Wine And Related Products,10585957,3,Imports,Fiscal Quarter 3
IN,2023,Austria,Pet Food,910209,4,Imports,Fiscal Quarter 4
MI,2023,United Kingdom,"Baked Goods, Cereals, And Pasta",207532,2,Imports,Fiscal Quarter 2
UT,2023,Kenya,Essential Oils,3594659,1,Imports,Fiscal Quarter 1
NV,2019,World,Wine And Related Products,4084750,3,Imports,Fiscal Quarter 3
KY,2020,Japan,Distilled Spirits,18856436,2,Imports,Fiscal Quarter 2
HI,2020,South Korea,"Baked Goods, Cereals, And Pasta",312649,2,Imports,Fiscal Quarter 2
AL,2022,World,Processed Fruit And Vegetables,4624908,1,Imports,Fiscal Quarter 1
OR,2021,Sri Lanka,Vegetable Oils,289616,3,Imports,Fiscal Quarter 3
IA,2021,Canada,Live Animals,37208383,4,Imports,Fiscal Quarter 4
MD,2022,Tunisia,Vegetable Oils,5886131,1,Imports,Fiscal Quarter 1
FL,2022,World,Fresh Vegetables,281118656,1,Imports,Fiscal Quarter 1
AL,2022,Canada,Wine And Related Products,692792,1,Imports,Fiscal Quarter 1
ND,2022,World,Wheat,13155567,1,Imports,Fiscal Quarter 1
OR,2019,Germany,"Baked Goods, Cereals, And Pasta",293528,4,Imports,Fiscal Quarter 4
PA,2022,Argentina,Fresh Fruit - Other,316179,1,Imports,Fiscal Quarter 1
TN,2021,Italy,Vegetable Oils,356528,4,Imports,Fiscal Quarter 4
TN,2023,Canada,Distilled Spirits,1487834,4,Imports,Fiscal Quarter 4
FL,2022,World,Distilled Spirits,535951297,2,Imports,Fiscal Quarter 2
LA,2022,Honduras,Industrial Alcohols And Fatty Acids,2069567,4,Imports,Fiscal Quarter 4
DC,2022,Australia,Wine And Related Products,174717,4,Imports,Fiscal Quarter 4
TX,2021,Guatemala,Fresh Vegetables,323105,3,Imports,Fiscal Quarter 3
VI,2022,Dominican Republic,Distilled Spirits,605739,2,Imports,Fiscal Quarter 2
SD,2021,Poland,Pork And Pork Products,1733168,3,Imports,Fiscal Quarter 3
KS,2023,Canada,Processed Fruit And Vegetables,8563678,2,Imports,Fiscal Quarter 2
VA,2022,France,Wine And Related Products,7278512,2,Imports,Fiscal Quarter 2
US,2019,Mexico,"Baked Goods, Cereals, And Pasta",355092427,1,Imports,Fiscal Quarter 1
PA,2023,World,"Baked Goods, Cereals, And Pasta",277006866,1,Imports,Fiscal Quarter 1
IN,2022,Canada,Chocolate And Cocoa Products,39022610,1,Imports,Fiscal Quarter 1
MD,2020,Mozambique,"Sugars, Sweeteners, And Beverage Bases",3362193,4,Imports,Fiscal Quarter 4
NJ,2020,Switzerland,Dairy Products,26988935,1,Imports,Fiscal Quarter 1
WA,2022,World,Processed Fruit And Vegetables,78737740,3,Imports,Fiscal Quarter 3
FL,2020,Ireland,Distilled Spirits,3258142,3,Imports,Fiscal Quarter 3
SD,2022,World,Live Animals,8961617,4,Imports,Fiscal Quarter 4
ND,2021,Bolivia,Coarse Grains (Including Corn),308004,2,Imports,Fiscal Quarter 2
MT,2019,Canada,Other Feeds And Grain Products,2239429,3,Imports,Fiscal Quarter 3
VI,2019,Austria,Non-Alcoholic Beverages (Excluding Juices),83528,1,Imports,Fiscal Quarter 1
WI,2021,Canada,Dairy Products,5947152,4,Imports,Fiscal Quarter 4
GA,2024,Italy,"Baked Goods, Cereals, And Pasta",11961909,3,Imports,Fiscal Quarter 3
MN,2022,World,Live Animals,45011643,1,Imports,Fiscal Quarter 1
VA,2023,Germany,"Baked Goods, Cereals, And Pasta",5205042,3,Imports,Fiscal Quarter 3
SD,2020,Bulgaria,Oilseeds,783083,4,Imports,Fiscal Quarter 4
FL,2022,Colombia,Fresh Fruit - Bananas,18674163,1,Imports,Fiscal Quarter 1
PA,2024,Canada,Beef And Beef Products,42736747,1,Imports,Fiscal Quarter 1
LA,2022,Indonesia,Industrial Alcohols And Fatty Acids,11857223,4,Imports,Fiscal Quarter 4
MD,2021,Madagascar,Spices,6233842,1,Imports,Fiscal Quarter 1
NY,2023,New Zealand,Wine And Related Products,13551917,2,Imports,Fiscal Quarter 2
OK,2021,Germany,"Baked Goods, Cereals, And Pasta",52842,1,Imports,Fiscal Quarter 1
SD,2020,World,Coarse Grains (Including Corn),1447438,3,Imports,Fiscal Quarter 3
MS,2022,World,Fresh Fruit - Bananas,43968712,2,Imports,Fiscal Quarter 2
PR,2019,Mexico,"Baked Goods, Cereals, And Pasta",4022054,3,Imports,Fiscal Quarter 3
NE,2020,China,Other Feeds And Grain Products,110296,3,Imports,Fiscal Quarter 3
NH,2019,Sweden,Distilled Spirits,903762,1,Imports,Fiscal Quarter 1
US,2020,Mexico,Distilled Spirits,480812881,2,Imports,Fiscal Quarter 2
IA,2019,United Kingdom,Other Livestock Products,3767174,3,Imports,Fiscal Quarter 3
AL,2021,Canada,"Baked Goods, Cereals, And Pasta",6158681,2,Imports,Fiscal Quarter 2
MD,2020,World,"Coffee, Unroasted",44719690,4,Imports,Fiscal Quarter 4
MI,2023,France,Distilled Spirits,15150063,3,Imports,Fiscal Quarter 3
MI,2024,Canada,Live Animals,38687337,3,Imports,Fiscal Quarter 3
AZ,2023,Italy,Processed Fruit And Vegetables,1087163,1,Imports,Fiscal Quarter 1
GA,2021,China,Essential Oils,210609,1,Imports,Fiscal Quarter 1
IL,2022,Poland,Dairy Products,16115472,3,Imports,Fiscal Quarter 3
US,2020,Brazil,Beef And Beef Products,78090821,3,Imports,Fiscal Quarter 3
OK,2024,Mexico,"Baked Goods, Cereals, And Pasta",23946,2,Imports,Fiscal Quarter 2
US,2022,Mexico,Fresh Vegetables,1891183725,3,Imports,Fiscal Quarter 3
AZ,2020,Spain,Fresh Vegetables,55198,1,Imports,Fiscal Quarter 1
CT,2019,Vietnam,"Coffee, Unroasted",4574895,3,Imports,Fiscal Quarter 3
ID,2023,Chile,Planting Seeds,334516,1,Imports,Fiscal Quarter 1
IA,2024,Belgium,Other Livestock Products,2931764,3,Imports,Fiscal Quarter 3
IA,2024,Japan,Vegetable Oils,220833,1,Imports,Fiscal Quarter 1
WY,2023,World,Processed Fruit And Vegetables,250476,1,Imports,Fiscal Quarter 1
TN,2022,India,Vegetable Oils,1969752,4,Imports,Fiscal Quarter 4
MI,2019,India,Processed Fruit And Vegetables,256928,3,Imports,Fiscal Quarter 3
TN,2019,Netherlands,Processed Fruit And Vegetables,982351,4,Imports,Fiscal Quarter 4
MO,2021,France,Other Feeds And Grain Products,3721641,2,Imports,Fiscal Quarter 2
NY,2024,South Korea,"Baked Goods, Cereals, And Pasta",18700279,3,Imports,Fiscal Quarter 3
MT,2023,Italy,Vegetable Oils,111959,3,Imports,Fiscal Quarter 3
RI,2020,Portugal,Wine And Related Products,309775,4,Imports,Fiscal Quarter 4
WI,2024,Canada,Yeast And Baking Powder,1077741,2,Imports,Fiscal Quarter 2
OK,2023,Thailand,Pet Food,10321813,4,Imports,Fiscal Quarter 4
NJ,2019,World,"Baked Goods, Cereals, And Pasta",236942506,2,Imports,Fiscal Quarter 2
KS,2022,Australia,Other Feeds And Grain Products,56329263,4,Imports,Fiscal Quarter 4
IN,2021,Germany,Vegetable Oils,549122,2,Imports,Fiscal Quarter 2
HI,2020,Taiwan,Processed Fruit And Vegetables,319434,2,Imports,Fiscal Quarter 2
PA,2020,Argentina,Fresh Fruit - Other,2695578,2,Imports,Fiscal Quarter 2
RI,2020,New Zealand,Wine And Related Products,457197,4,Imports,Fiscal Quarter 4
RI,2022,Australia,Wine And Related Products,301200,4,Imports,Fiscal Quarter 4
TX,2019,World,Fresh Fruit - Avocados,267042199,3,Imports,Fiscal Quarter 3
KY,2020,Brazil,Yeast And Baking Powder,5081186,2,Imports,Fiscal Quarter 2
OH,2019,World,Pork And Pork Products,21426627,4,Imports,Fiscal Quarter 4
VA,2022,France,Wine And Related Products,9262672,4,Imports,Fiscal Quarter 4
NY,2023,Mexico,Fresh Fruit - Other,11422824,4,Imports,Fiscal Quarter 4
VA,2019,Peru,"Coffee, Unroasted",1479388,3,Imports,Fiscal Quarter 3
WA,2022,Thailand,Live Animals,20682,2,Imports,Fiscal Quarter 2
LA,2024,Philippines,Vegetable Oils,33977615,1,Imports,Fiscal Quarter 1
CA,2024,Mexico,Fresh Fruit - Berries,533875738,3,Imports,Fiscal Quarter 3
TN,2022,Canada,Chocolate And Cocoa Products,6543313,4,Imports,Fiscal Quarter 4
MD,2020,Peru,"Coffee, Unroasted",611057,2,Imports,Fiscal Quarter 2
GA,2019,Nicaragua,"Sugars, Sweeteners, And Beverage Bases",13954840,1,Imports,Fiscal Quarter 1
IL,2019,World,Distilled Spirits,202346635,4,Imports,Fiscal Quarter 4
IN,2024,World,Distilled Spirits,89464258,2,Imports,Fiscal Quarter 2
KS,2022,World,Beef And Beef Products,2382502,4,Imports,Fiscal Quarter 4
PA,2021,World,Chocolate And Cocoa Products,231220063,4,Imports,Fiscal Quarter 4
SC,2022,Chile,Processed Fruit And Vegetables,3692057,1,Imports,Fiscal Quarter 1
MD,2022,Canada,"Sugars, Sweeteners, And Beverage Bases",1510753,1,Imports,Fiscal Quarter 1
SC,2024,Colombia,"Coffee, Unroasted",46757911,2,Imports,Fiscal Quarter 2
OR,2023,World,Other Feeds And Grain Products,24083080,2,Imports,Fiscal Quarter 2
CT,2023,Argentina,"Sugars, Sweeteners, And Beverage Bases",14967463,3,Imports,Fiscal Quarter 3
VT,2020,World,"Sugars, Sweeteners, And Beverage Bases",5221410,3,Imports,Fiscal Quarter 3
LA,2024,Vietnam,"Coffee, Unroasted",77100393,2,Imports,Fiscal Quarter 2
WY,2021,Ukraine,"Baked Goods, Cereals, And Pasta",395103,4,Imports,Fiscal Quarter 4
SC,2019,France,Other Feeds And Grain Products,3001493,2,Imports,Fiscal Quarter 2
NC,2020,Turkey,Other Feeds And Grain Products,7260420,3,Imports,Fiscal Quarter 3
KS,2021,United Kingdom,"Dextrins, Peptones, And Proteins",134711,3,Imports,Fiscal Quarter 3
CT,2022,Argentina,Wine And Related Products,1637040,3,Imports,Fiscal Quarter 3
CA,2020,Costa Rica,Fresh Fruit - Other,32837974,2,Imports,Fiscal Quarter 2
PA,2021,Australia,Beef And Beef Products,77777425,3,Imports,Fiscal Quarter 3
DC,2019,Argentina,Oilseed Meal And Cake,464804,4,Imports,Fiscal Quarter 4
FL,2022,Ecuador,Nursery Products And Cut Flowers,116552658,3,Imports,Fiscal Quarter 3
ND,2022,Canada,Processed Fruit And Vegetables,15660095,1,Imports,Fiscal Quarter 1
MN,2019,World,Live Animals,29618050,1,Imports,Fiscal Quarter 1
VI,2023,Italy,Non-Alcoholic Beverages (Excluding Juices),80730,1,Imports,Fiscal Quarter 1
MS,2024,Netherlands,Nursery Products And Cut Flowers,3158751,1,Imports,Fiscal Quarter 1
FL,2024,Mexico,Distilled Spirits,150425703,1,Imports,Fiscal Quarter 1
LA,2021,Canada,Other Livestock Products,3234021,2,Imports,Fiscal Quarter 2
KS,2023,Kazakhstan,Other Feeds And Grain Products,1149876,1,Imports,Fiscal Quarter 1
NJ,2019,Italy,"Baked Goods, Cereals, And Pasta",25316288,1,Imports,Fiscal Quarter 1
MO,2019,World,Distilled Spirits,23198441,2,Imports,Fiscal Quarter 2
US,2019,Canada,Processed Fruit And Vegetables,427133525,4,Imports,Fiscal Quarter 4
VA,2021,Canada,Wine And Related Products,3984257,4,Imports,Fiscal Quarter 4
ME,2022,United Kingdom,Other Feeds And Grain Products,73517,4,Imports,Fiscal Quarter 4
PA,2023,Uruguay,Beef And Beef Products,11157566,4,Imports,Fiscal Quarter 4
UT,2023,Netherlands,Live Animals,3445274,3,Imports,Fiscal Quarter 3
CA,2021,Nicaragua,Beef And Beef Products,33429020,3,Imports,Fiscal Quarter 3
ID,2019,Chile,Planting Seeds,147258,1,Imports,Fiscal Quarter 1
WY,2021,World,Other Feeds And Grain Products,2808226,1,Imports,Fiscal Quarter 1
VI,2020,Guatemala,"Sugars, Sweeteners, And Beverage Bases",1291584,3,Imports,Fiscal Quarter 3
MA,2023,Italy,Distilled Spirits,2332631,1,Imports,Fiscal Quarter 1
OR,2021,World,Beef And Beef Products,12650891,2,Imports,Fiscal Quarter 2
NY,2023,Canada,"Baked Goods, Cereals, And Pasta",60329265,2,Imports,Fiscal Quarter 2
NV,2019,World,Distilled Spirits,73209070,3,Imports,Fiscal Quarter 3
OR,2021,Mexico,Vegetable Oils,544019,2,Imports,Fiscal Quarter 2
VT,2024,Canada,Coarse Grains (Including Corn),10395193,3,Imports,Fiscal Quarter 3
MI,2019,Israel,Fresh Vegetables,1698948,1,Imports,Fiscal Quarter 1
PR,2021,Canada,Processed Fruit And Vegetables,9216575,3,Imports,Fiscal Quarter 3
SD,2020,Canada,Oilseeds,324957,4,Imports,Fiscal Quarter 4
NV,2022,World,Roasted And Instant Coffee,4212664,1,Imports,Fiscal Quarter 1
VI,2024,Netherlands,Beer,839493,1,Imports,Fiscal Quarter 1
TX,2024,Guatemala,Processed Fruit And Vegetables,15479572,1,Imports,Fiscal Quarter 1
NC,2023,Canada,Wine And Related Products,6223430,3,Imports,Fiscal Quarter 3
NV,2021,Canada,Live Animals,224543,3,Imports,Fiscal Quarter 3
IA,2024,World,Vegetable Oils,123561454,1,Imports,Fiscal Quarter 1
CT,2023,United Kingdom,Distilled Spirits,6803432,3,Imports,Fiscal Quarter 3
MA,2021,World,Processed Fruit And Vegetables,24925645,2,Imports,Fiscal Quarter 2
KS,2019,Canada,"Tobacco, Manufactured",40466,1,Imports,Fiscal Quarter 1
AR,2019,China,"Baked Goods, Cereals, And Pasta",148754,4,Imports,Fiscal Quarter 4
IN,2022,World,Processed Fruit And Vegetables,23355395,1,Imports,Fiscal Quarter 1
NM,2020,Canada,Fresh Vegetables,20391,2,Imports,Fiscal Quarter 2
ID,2024,Canada,Oilseed Meal And Cake,20367221,2,Imports,Fiscal Quarter 2
NC,2021,Australia,Wine And Related Products,1813320,2,Imports,Fiscal Quarter 2
HI,2019,Taiwan,Processed Fruit And Vegetables,331153,1,Imports,Fiscal Quarter 1
NV,2023,Turkey,"Baked Goods, Cereals, And Pasta",1219792,4,Imports,Fiscal Quarter 4
ME,2022,Turkey,"Baked Goods, Cereals, And Pasta",25212,1,Imports,Fiscal Quarter 1
AL,2020,Germany,"Baked Goods, Cereals, And Pasta",112504,4,Imports,Fiscal Quarter 4
WV,2020,World,Other Feeds And Grain Products,328113,3,Imports,Fiscal Quarter 3
WI,2023,Germany,Yeast And Baking Powder,554937,3,Imports,Fiscal Quarter 3
GA,2020,Switzerland,Non-Alcoholic Beverages (Excluding Juices),27623547,4,Imports,Fiscal Quarter 4
MA,2020,United Kingdom,Distilled Spirits,10438179,3,Imports,Fiscal Quarter 3
IL,2021,Mexico,"Baked Goods, Cereals, And Pasta",7018417,3,Imports,Fiscal Quarter 3
KS,2021,Netherlands,"Dextrins, Peptones, And Proteins",29265,2,Imports,Fiscal Quarter 2
VA,2019,Vietnam,Tree Nuts,27485524,4,Imports,Fiscal Quarter 4
VA,2024,World,Non-Alcoholic Beverages (Excluding Juices),146565430,2,Imports,Fiscal Quarter 2
AZ,2019,Germany,Live Animals,40000,4,Imports,Fiscal Quarter 4
NE,2023,Canada,Live Animals,24317167,2,Imports,Fiscal Quarter 2
GA,2020,France,Vegetable Oils,7862477,2,Imports,Fiscal Quarter 2
NJ,2019,Mexico,Processed Fruit And Vegetables,8284984,1,Imports,Fiscal Quarter 1
IN,2019,Germany,Chocolate And Cocoa Products,400685,4,Imports,Fiscal Quarter 4
OK,2023,Ecuador,Nursery Products And Cut Flowers,224167,1,Imports,Fiscal Quarter 1
US,2021,Philippines,Vegetable Oils,162615110,4,Imports,Fiscal Quarter 4
GA,2022,Mexico,Non-Alcoholic Beverages (Excluding Juices),55126332,2,Imports,Fiscal Quarter 2
WI,2021,Poland,Yeast And Baking Powder,1153660,4,Imports,Fiscal Quarter 4
AL,2020,Australia,Wine And Related Products,587029,2,Imports,Fiscal Quarter 2
LA,2020,Canada,Vegetable Oils,13189541,1,Imports,Fiscal Quarter 1
MA,2022,France,Distilled Spirits,10316864,1,Imports,Fiscal Quarter 1
AZ,2023,Mexico,"Baked Goods, Cereals, And Pasta",2838541,3,Imports,Fiscal Quarter 3
OK,2022,China,"Baked Goods, Cereals, And Pasta",76055,2,Imports,Fiscal Quarter 2
DE,2023,Colombia,Fresh Fruit - Bananas,27906636,3,Imports,Fiscal Quarter 3
HI,2023,Japan,Beef And Beef Products,30486,4,Imports,Fiscal Quarter 4
MI,2020,Germany,Processed Fruit And Vegetables,2330363,4,Imports,Fiscal Quarter 4
PR,2021,Colombia,"Sugars, Sweeteners, And Beverage Bases",4001761,1,Imports,Fiscal Quarter 1
LA,2023,Ghana,Oilseeds,9168032,4,Imports,Fiscal Quarter 4
MT,2019,Canada,Other Feeds And Grain Products,1975402,4,Imports,Fiscal Quarter 4
KS,2020,Germany,Other Feeds And Grain Products,368492,2,Imports,Fiscal Quarter 2
HI,2022,World,Processed Fruit And Vegetables,4053933,2,Imports,Fiscal Quarter 2
MO,2021,Canada,Other Feeds And Grain Products,3984660,1,Imports,Fiscal Quarter 1
IL,2019,Canada,Processed Fruit And Vegetables,27003797,1,Imports,Fiscal Quarter 1
CA,2023,Mexico,Fresh Fruit - Other,96180507,2,Imports,Fiscal Quarter 2
ID,2022,Mexico,Processed Fruit And Vegetables,13304956,1,Imports,Fiscal Quarter 1
WV,2023,Canada,Poultry Products And Eggs,1610255,3,Imports,Fiscal Quarter 3
DE,2020,Costa Rica,Processed Fruit And Vegetables,3342652,3,Imports,Fiscal Quarter 3
PR,2019,Guatemala,"Sugars, Sweeteners, And Beverage Bases",5626961,2,Imports,Fiscal Quarter 2
HI,2022,South Korea,Beer,17048,4,Imports,Fiscal Quarter 4
US,2022,Peru,Processed Fruit And Vegetables,143955614,3,Imports,Fiscal Quarter 3
TX,2019,Mexico,Fresh Fruit - Avocados,266654335,3,Imports,Fiscal Quarter 3
DE,2021,Ecuador,Fresh Fruit - Bananas,2087848,1,Imports,Fiscal Quarter 1
NC,2023,Canada,Beef And Beef Products,23161594,2,Imports,Fiscal Quarter 2
US,2021,Indonesia,Vegetable Oils,460570091,3,Imports,Fiscal Quarter 3
VT,2023,Ethiopia,Oilseed Meal And Cake,34830,4,Imports,Fiscal Quarter 4
